Url,Date,PageviewsPerMillion,PageviewsPerUser,Rank,ReachPerMillion,bvdid,CONSCODE,FILING_TYPE,CLOSDATE,CLOSDATE_year,CLOSDATE_char,NR_MONTHS,AUDSTATUS,ACCPRACTICE,Source,ORIG_UNITS,ORIG_CURRENCY,EXCHRATE,FIAS,IFAS,TFAS,OFAS,CUAS,STOK,DEBT,OCAS,CASH,TOAS,SHFD,CAPI,OSFD,NCLI,LTDB,ONCL,PROV,CULI,LOAN,CRED,OCLI,TSHF,WKCA,NCAS,ENVA,EMPL,OPRE,TURN,COST,GROS,OOPE,OPPL,FIRE,FIEX,FIPL,PLBT,TAXA,PLAT,EXRE,EXEX,EXTR,PL,EXPT,MATE,STAF,DEPR,INTE,RD,CF,AV,EBTA,RSHF,RCEM,RTAS,ROE,ROCE,ROA,PRMA,GRMA,ETMA,EBMA,CFOP,EVET,MKCF,NAT,IC,STOT,COLL,CRPE,EXOP,RDOP,CURR,LIQR,SHLQ,SOLR,SOLL,GEAR,PPE,TPE,SCT,ACE,SFPE,WCPE,TAPE,DF_OPREV,DF_EMPLOYEES,OP_REV_ORIGINAL_RANGE_VALUE,EMP_ORIG_RANGE_VALUE,cashflow_nr_months,cashflow_audstatus,cashflow_accpractice,cashflow_orig_units,cashflow_orig_currency,cashflow_exchrate,ONET,SDEP,ODPL,SDED,OAMI,OAMA,SAMT,OBDT,OACG,OIDO,OTRA,OUIE,OPRD,OEIA,ONCI,SNCI,OCRC,OCPD,OACR,OITL,OPPY,OOAS,OAPB,OAEX,OPBA,OTXP,OOLB,OOAL,OOCF,SOCF,OTLO,ICEX,IIAQ,ISDC,SCEX,IBAQ,ISOB,ISFA,IINS,IIVN,IINP,ISOI,IIAN,IICF,SICF,ITLI,FFCF,SFCF,FDPC,FDPP,FCDP,FSIC,FRRC,FCSN,FSIP,FRRP,FPSN,FSCP,FRCP,FOPX,FWCV,FTST,FPSS,FSDI,FSDR,FSDN,FLDR,FLDN,FLDI,FTDI,FTDR,FPRD,FTLF,SFEE,SNCC,SNCB,SNCE,SDEP_SUPP,SCIP,SCTP,_315500,_315501,_315502,_315503,_315504,_315505,_315506,_315508,_315509,_315510,_315511,_315512,_315513,_315507,_315514,_315515,_315516,_315517,_315518,_315519,_315520,_315521,_315522,_315524,_315525,_315523,_315526,_315528,_315529,_315530,_315531,_315532,has_cashflow_tables,PREVNAME,NAMECHDT,NAMECHDT_year,NAMECHDT_char,AKANAME,HISTORIC_STATUS_STR,HISTORIC_STATUSDATE,HISTORIC_STATUSDATE_year,HISTORIC_STATUSDATE_char,SLEGALF,LEGALFRM,WOCOMATCH_HasMatch,DATEINC,DATEINC_year,DATEINC_char,STATEINC,_40025,FILING_EXEMPTION,CATEGORY_OF_COMPANY,LISTED,DELISTED_DATE,DELISTED_DATE_year,DELISTED_DATE_char,DELISTED_COMMENT,MAINEXCH,IPO_DATE,IPO_DATE_year,IPO_DATE_char,NOFINFLAGS,HISTRECFLAGS,HISTORICALDATE,HISTORICALDATE_char,SOURCE_IP_NAME,lei_LEI,SD_TICKER,SD_ISIN,NAME_INTERNAT,NAME_NATIVE,ADDR_INTERNAT,ADDR_NATIVE,ADDR2_INTERNAT,ADDR2_NATIVE,ADDR3_INTERNAT,ADDR3_NATIVE,ADDR4_INTERNAT,ADDR4_NATIVE,POSTCODE,CITY_INTERNAT,CITY_NATIVE,COUNTRY,CTRYISO,METRO_AREA,STATE_US,COUNTY,PHONE,FAX,WEBSITE,EMAIL,REGION_IN_COUNTRY,TYPE_REG_COUNTRY,NUTS1,NUTS2,NUTS3,dataset_source
google.com,5/10/18,104300,7.7,1,504400,US611767919,C1,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,12,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV18,GOOGL,US02079K3059,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94043,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0000,+1 302 636 5454,www.google.com,,California,State,,,,111
google.com,5/11/18,58740,4.09,1,496200,US611767920,C2,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,13,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV19,GOOGL,US02079K3060,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94044,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0001,+1 302 636 5455,www.google.com,,California,State,,,,112
google.com,5/12/18,50300,3.51,2,477000,US611767921,C3,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,14,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV20,GOOGL,US02079K3061,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94045,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0002,+1 302 636 5456,www.google.com,,California,State,,,,113
google.com,5/13/18,48720,3.46,2,478800,US611767922,C4,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,15,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV21,GOOGL,US02079K3062,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94046,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0003,+1 302 636 5457,www.google.com,,California,State,,,,114
google.com,5/14/18,60690,4.34,1,506400,US611767923,C5,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,16,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV22,GOOGL,US02079K3063,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94047,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0004,+1 302 636 5458,www.google.com,,California,State,,,,115
google.com,5/15/18,60430,4.28,1,504300,US611767924,C6,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,17,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV23,GOOGL,US02079K3064,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94048,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0005,+1 302 636 5459,www.google.com,,California,State,,,,116
google.com,5/16/18,60780,4.24,1,505600,US611767925,C7,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,18,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV24,GOOGL,US02079K3065,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94049,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0006,+1 302 636 5460,www.google.com,,California,State,,,,117
google.com,5/17/18,60920,4.2,1,503300,US611767926,C8,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,19,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV25,GOOGL,US02079K3066,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94050,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0007,+1 302 636 5461,www.google.com,,California,State,,,,118
google.com,5/18/18,59330,4.06,1,498200,US611767927,C9,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,20,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV26,GOOGL,US02079K3067,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94051,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0008,+1 302 636 5462,www.google.com,,California,State,,,,119
google.com,5/19/18,50830,3.49,2,476700,US611767928,C10,Annual report,20181231,2018,20181231,12,Unqualified,Local GAAP,10-K,thousands,USD,1,97116000000,20108000000,59719000000,17289000000,1.36E+11,1107000000,20838000000,1.14E+11,1.09E+11,2.33E+11,1.78E+11,695560,1.78E+11,20544000000,4012000000,16532000000,,34620000000,0,4378000000,30242000000,2.33E+11,17567000000,1.01E+11,2.07E+11,98771,1.37E+11,1.37E+11,50520000000,86299000000,54907000000,31392000000,1878000000,-1643000000,3521000000,34913000000,4177000000,30736000000,,,,30736000000,,,,9029000000,114000000,21419000000,39765000000,,40421000000,19.66,17.68,15,17.3,15.57,13.2,25.52,63.08,29.54,22.94,29.06,5.13,6.51,0.69,275.37,123.59,55,12,,15.66,3.92,3.89,8.65,76.3,,11.57,353,1385,,,1798,178,2357,No,No,,,21,Unqualified,Local GAAP,thousands,USD,1,30736000000,8164000000,,8164000000,871000000,,871000000,778000000,,,,-6650000000,,,9164000000,,,,-2169000000,,-1207000000,,1067000000,9097000000,,-2251000000,371000000,,,4908000000,47971000000,-25139000000,,,-25139000000,-1491000000,,98000000,50259000000,,-52231000000,,,0,-3365000000,-28504000000,-4993000000,-4993000000,,,,950000000,-9075000000,-8125000000,950000000,,,,,,,,-8125000000,,,,-6827000000,-61000000,6766000000,,,-61000000,-13179000000,-302000000,5986000000,10715000000,16701000000,8164000000,69000000,5671000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Active,,,,Public limited companies,Public limited company,Yes,20150723,2015,20150723,,Corporate,,VERY LARGE COMPANY,Listed,,,,,NASDAQ National Market,20151005,2015,20151005,,,,,Reuters,5493006MHB84DD0ZWV27,GOOGL,US02079K3068,Alphabet Inc.,Alphabet Inc.,"1600, Amphitheatre Parkway","1600, Amphitheatre Parkway",,,,,,,94052,Mountain View,Mountain View,United States of America,US,,CA,,+1 650 253 0009,+1 302 636 5463,www.google.com,,California,State,,,,120
